
---------- Begin Simulation Statistics ----------
final_tick                               546375689000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 266352                       # Simulator instruction rate (inst/s)
host_mem_usage                                 643568                       # Number of bytes of host memory used
host_op_rate                                   266792                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                  3546.05                       # Real time elapsed on the host
host_tick_rate                              161177420                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                   942525265                       # Number of instructions simulated
sim_ops                                     944085022                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.576379                       # Number of seconds simulated
sim_ticks                                566378689000                       # Number of ticks simulated
system.cpu.cc_regfile_reads                 150084447                       # number of cc regfile reads
system.cpu.cc_regfile_writes                150086252                       # number of cc regfile writes
system.cpu.committedInsts                   952525265                       # Number of Instructions Simulated
system.cpu.committedOps                     954085022                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.605106                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.605106                       # CPI: Total CPI of All Threads
system.cpu.idleCycles                           29908                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts              1305316                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                151355812                       # Number of branches executed
system.cpu.iew.exec_nop                         25974                       # number of nop insts executed
system.cpu.iew.exec_rate                     1.701870                       # Inst execution rate
system.cpu.iew.exec_refs                    503952795                       # number of memory reference insts executed
system.cpu.iew.exec_stores                  125292826                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                 6763202                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts             391620403                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts                103                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts              2926                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts            130479909                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts          1013575403                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts             378659969                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts           1655600                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts             980921371                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                 101474                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents               4094340                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                1322987                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles               5814702                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents          18090                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect       442306                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect         863010                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                 816522130                       # num instructions consuming a value
system.cpu.iew.wb_count                     978864290                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.785760                       # average fanout of values written-back
system.cpu.iew.wb_producers                 641590166                       # num instructions producing a value
system.cpu.iew.wb_rate                       1.698301                       # insts written-back per cycle
system.cpu.iew.wb_sent                      980069017                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads               1143545901                       # number of integer regfile reads
system.cpu.int_regfile_writes               730702217                       # number of integer regfile writes
system.cpu.ipc                               1.652603                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.652603                       # IPC: Total IPC of All Threads
system.cpu.dtb.walker.requestOrigin_Completed::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu.dtb.walker.requestOrigin_Completed::total            0                       # Table walker requests started/completed, data/inst
system.cpu.dtb.walker.requestOrigin::total            0                       # Table walker requests started/completed, data/inst
system.cpu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 576378689000                       # Cumulative time (in ticks) in various power states
system.cpu.fetch.icacheStallCycles          150862864                       # Number of cycles fetch is stalled on an Icache miss
system.cpu.fetch.insts                     1024752046                       # Number of instructions fetch has processed
system.cpu.fetch.branches                   155284857                       # Number of branches that fetch encountered
system.cpu.fetch.predictedBranches          116170178                       # Number of branches that fetch has predicted taken
system.cpu.fetch.cycles                     424162280                       # Number of cycles fetch has run and was not squashing or blocked
system.cpu.fetch.squashCycles                 2647276                       # Number of cycles fetch has spent squashing
system.cpu.fetch.cacheLines                 150348507                       # Number of cache lines fetched
system.cpu.fetch.icacheSquashes                134933                       # Number of outstanding Icache misses that were squashed
system.cpu.fetch.nisnDist::samples          576348782                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::mean              1.780883                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::stdev             1.311090                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::0                161741253     28.06%     28.06% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::1                 87115467     15.12%     43.18% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::2                 43181976      7.49%     50.67% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::3                284310086     49.33%    100.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::max_value                3                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::total            576348782                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.branchRate                  0.269415                       # Number of branch fetches per cycle
system.cpu.fetch.rate                        1.777915                       # Number of inst fetches per cycle
system.cpu.icache.demand_hits::.cpu.inst    150347243                       # number of demand (read+write) hits
system.cpu.icache.demand_hits::total        150347243                       # number of demand (read+write) hits
system.cpu.icache.overall_hits::.cpu.inst    150347243                       # number of overall hits
system.cpu.icache.overall_hits::total       150347243                       # number of overall hits
system.cpu.icache.demand_misses::.cpu.inst         1264                       # number of demand (read+write) misses
system.cpu.icache.demand_misses::total           1264                       # number of demand (read+write) misses
system.cpu.icache.overall_misses::.cpu.inst         1264                       # number of overall misses
system.cpu.icache.overall_misses::total          1264                       # number of overall misses
system.cpu.icache.demand_miss_latency::.cpu.inst     74084000                       # number of demand (read+write) miss cycles
system.cpu.icache.demand_miss_latency::total     74084000                       # number of demand (read+write) miss cycles
system.cpu.icache.overall_miss_latency::.cpu.inst     74084000                       # number of overall miss cycles
system.cpu.icache.overall_miss_latency::total     74084000                       # number of overall miss cycles
system.cpu.icache.demand_accesses::.cpu.inst    150348507                       # number of demand (read+write) accesses
system.cpu.icache.demand_accesses::total    150348507                       # number of demand (read+write) accesses
system.cpu.icache.overall_accesses::.cpu.inst    150348507                       # number of overall (read+write) accesses
system.cpu.icache.overall_accesses::total    150348507                       # number of overall (read+write) accesses
system.cpu.icache.demand_miss_rate::.cpu.inst     0.000008                       # miss rate for demand accesses
system.cpu.icache.demand_miss_rate::total     0.000008                       # miss rate for demand accesses
system.cpu.icache.overall_miss_rate::.cpu.inst     0.000008                       # miss rate for overall accesses
system.cpu.icache.overall_miss_rate::total     0.000008                       # miss rate for overall accesses
system.cpu.icache.demand_avg_miss_latency::.cpu.inst 58610.759494                       # average overall miss latency
system.cpu.icache.demand_avg_miss_latency::total 58610.759494                       # average overall miss latency
system.cpu.icache.overall_avg_miss_latency::.cpu.inst 58610.759494                       # average overall miss latency
system.cpu.icache.overall_avg_miss_latency::total 58610.759494                       # average overall miss latency
system.cpu.icache.blocked_cycles::no_mshrs            0                       # number of cycles access was blocked
system.cpu.icache.blocked_cycles::no_targets            0                       # number of cycles access was blocked
system.cpu.icache.blocked::no_mshrs                 0                       # number of cycles access was blocked
system.cpu.icache.blocked::no_targets               0                       # number of cycles access was blocked
system.cpu.icache.avg_blocked_cycles::no_mshrs          nan                       # average number of cycles each access was blocked
system.cpu.icache.avg_blocked_cycles::no_targets          nan                       # average number of cycles each access was blocked
system.cpu.icache.writebacks::.writebacks          627                       # number of writebacks
system.cpu.icache.writebacks::total               627                       # number of writebacks
system.cpu.icache.demand_mshr_hits::.cpu.inst          183                       # number of demand (read+write) MSHR hits
system.cpu.icache.demand_mshr_hits::total          183                       # number of demand (read+write) MSHR hits
system.cpu.icache.overall_mshr_hits::.cpu.inst          183                       # number of overall MSHR hits
system.cpu.icache.overall_mshr_hits::total          183                       # number of overall MSHR hits
system.cpu.icache.demand_mshr_misses::.cpu.inst         1081                       # number of demand (read+write) MSHR misses
system.cpu.icache.demand_mshr_misses::total         1081                       # number of demand (read+write) MSHR misses
system.cpu.icache.overall_mshr_misses::.cpu.inst         1081                       # number of overall MSHR misses
system.cpu.icache.overall_mshr_misses::total         1081                       # number of overall MSHR misses
system.cpu.icache.demand_mshr_miss_latency::.cpu.inst     63382500                       # number of demand (read+write) MSHR miss cycles
system.cpu.icache.demand_mshr_miss_latency::total     63382500                       # number of demand (read+write) MSHR miss cycles
system.cpu.icache.overall_mshr_miss_latency::.cpu.inst     63382500                       # number of overall MSHR miss cycles
system.cpu.icache.overall_mshr_miss_latency::total     63382500                       # number of overall MSHR miss cycles
system.cpu.icache.demand_mshr_miss_rate::.cpu.inst     0.000007                       # mshr miss rate for demand accesses
system.cpu.icache.demand_mshr_miss_rate::total     0.000007                       # mshr miss rate for demand accesses
system.cpu.icache.overall_mshr_miss_rate::.cpu.inst     0.000007                       # mshr miss rate for overall accesses
system.cpu.icache.overall_mshr_miss_rate::total     0.000007                       # mshr miss rate for overall accesses
system.cpu.icache.demand_avg_mshr_miss_latency::.cpu.inst 58633.209991                       # average overall mshr miss latency
system.cpu.icache.demand_avg_mshr_miss_latency::total 58633.209991                       # average overall mshr miss latency
system.cpu.icache.overall_avg_mshr_miss_latency::.cpu.inst 58633.209991                       # average overall mshr miss latency
system.cpu.icache.overall_avg_mshr_miss_latency::total 58633.209991                       # average overall mshr miss latency
system.cpu.icache.replacements                    627                       # number of replacements
system.cpu.icache.ReadReq_hits::.cpu.inst    150347243                       # number of ReadReq hits
system.cpu.icache.ReadReq_hits::total       150347243                       # number of ReadReq hits
system.cpu.icache.ReadReq_misses::.cpu.inst         1264                       # number of ReadReq misses
system.cpu.icache.ReadReq_misses::total          1264                       # number of ReadReq misses
system.cpu.icache.ReadReq_miss_latency::.cpu.inst     74084000                       # number of ReadReq miss cycles
system.cpu.icache.ReadReq_miss_latency::total     74084000                       # number of ReadReq miss cycles
system.cpu.icache.ReadReq_accesses::.cpu.inst    150348507                       # number of ReadReq accesses(hits+misses)
system.cpu.icache.ReadReq_accesses::total    150348507                       # number of ReadReq accesses(hits+misses)
system.cpu.icache.ReadReq_miss_rate::.cpu.inst     0.000008                       # miss rate for ReadReq accesses
system.cpu.icache.ReadReq_miss_rate::total     0.000008                       # miss rate for ReadReq accesses
system.cpu.icache.ReadReq_avg_miss_latency::.cpu.inst 58610.759494                       # average ReadReq miss latency
system.cpu.icache.ReadReq_avg_miss_latency::total 58610.759494                       # average ReadReq miss latency
system.cpu.icache.ReadReq_mshr_hits::.cpu.inst          183                       # number of ReadReq MSHR hits
system.cpu.icache.ReadReq_mshr_hits::total          183                       # number of ReadReq MSHR hits
system.cpu.icache.ReadReq_mshr_misses::.cpu.inst         1081                       # number of ReadReq MSHR misses
system.cpu.icache.ReadReq_mshr_misses::total         1081                       # number of ReadReq MSHR misses
system.cpu.icache.ReadReq_mshr_miss_latency::.cpu.inst     63382500                       # number of ReadReq MSHR miss cycles
system.cpu.icache.ReadReq_mshr_miss_latency::total     63382500                       # number of ReadReq MSHR miss cycles
system.cpu.icache.ReadReq_mshr_miss_rate::.cpu.inst     0.000007                       # mshr miss rate for ReadReq accesses
system.cpu.icache.ReadReq_mshr_miss_rate::total     0.000007                       # mshr miss rate for ReadReq accesses
system.cpu.icache.ReadReq_avg_mshr_miss_latency::.cpu.inst 58633.209991                       # average ReadReq mshr miss latency
system.cpu.icache.ReadReq_avg_mshr_miss_latency::total 58633.209991                       # average ReadReq mshr miss latency
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED 576378689000                       # Cumulative time (in ticks) in various power states
system.cpu.icache.tags.tagsinuse           440.965907                       # Cycle average of tags in use
system.cpu.icache.tags.total_refs           150348323                       # Total number of references to valid blocks.
system.cpu.icache.tags.sampled_refs              1080                       # Sample count of references to valid blocks.
system.cpu.icache.tags.avg_refs          139211.410185                       # Average number of references to valid blocks.
system.cpu.icache.tags.warmup_cycle             63500                       # Cycle when the warmup percentage was hit.
system.cpu.icache.tags.occ_blocks::.cpu.inst   440.965907                       # Average occupied blocks per requestor
system.cpu.icache.tags.occ_percent::.cpu.inst     0.861262                       # Average percentage of cache occupancy
system.cpu.icache.tags.occ_percent::total     0.861262                       # Average percentage of cache occupancy
system.cpu.icache.tags.occ_task_id_blocks::1024          453                       # Occupied blocks per task id
system.cpu.icache.tags.age_task_id_blocks_1024::0          122                       # Occupied blocks per task id
system.cpu.icache.tags.age_task_id_blocks_1024::4          331                       # Occupied blocks per task id
system.cpu.icache.tags.occ_task_id_percent::1024     0.884766                       # Percentage of cache occupancy per task id
system.cpu.icache.tags.tag_accesses         300698094                       # Number of tag accesses
system.cpu.icache.tags.data_accesses        300698094                       # Number of data accesses
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 576378689000                       # Cumulative time (in ticks) in various power states
system.cpu.itb.instHits                             0                       # ITB inst hits
system.cpu.itb.instMisses                           0                       # ITB inst misses
system.cpu.itb.readHits                             0                       # DTB read hits
system.cpu.itb.readMisses                           0                       # DTB read misses
system.cpu.itb.writeHits                            0                       # DTB write hits
system.cpu.itb.writeMisses                          0                       # DTB write misses
system.cpu.itb.inserts                              0                       # Number of times an entry is inserted into the TLB
system.cpu.itb.flushTlb                             0                       # Number of times complete TLB was flushed
system.cpu.itb.flushTlbMva                          0                       # Number of times TLB was flushed by MVA
system.cpu.itb.flushTlbMvaAsid                      0                       # Number of times TLB was flushed by MVA & ASID
system.cpu.itb.flushTlbAsid                         0                       # Number of times TLB was flushed by ASID
system.cpu.itb.flushedEntries                       0                       # Number of entries that have been flushed from TLB
system.cpu.itb.alignFaults                          0                       # Number of TLB faults due to alignment restrictions
system.cpu.itb.prefetchFaults                       0                       # Number of TLB faults due to prefetch
system.cpu.itb.domainFaults                         0                       # Number of TLB faults due to domain restrictions
system.cpu.itb.permsFaults                          0                       # Number of TLB faults due to permissions restrictions
system.cpu.itb.readAccesses                         0                       # DTB read accesses
system.cpu.itb.writeAccesses                        0                       # DTB write accesses
system.cpu.itb.instAccesses                         0                       # ITB inst accesses
system.cpu.itb.hits                                 0                       # Total TLB (inst and data) hits
system.cpu.itb.misses                               0                       # Total TLB (inst and data) misses
system.cpu.itb.accesses                             0                       # Total TLB (inst and data) accesses
system.cpu.itb.stage2_mmu.stage2_tlb.instHits            0                       # ITB inst hits
system.cpu.itb.stage2_mmu.stage2_tlb.instMisses            0                       # ITB inst misses
system.cpu.itb.stage2_mmu.stage2_tlb.readHits            0                       # DTB read hits
system.cpu.itb.stage2_mmu.stage2_tlb.readMisses            0                       # DTB read misses
system.cpu.itb.stage2_mmu.stage2_tlb.writeHits            0                       # DTB write hits
system.cpu.itb.stage2_mmu.stage2_tlb.writeMisses            0                       # DTB write misses
system.cpu.itb.stage2_mmu.stage2_tlb.inserts            0                       # Number of times an entry is inserted into the TLB
system.cpu.itb.stage2_mmu.stage2_tlb.flushTlb            0                       # Number of times complete TLB was flushed
system.cpu.itb.stage2_mmu.stage2_tlb.flushTlbMva            0                       # Number of times TLB was flushed by MVA
system.cpu.itb.stage2_mmu.stage2_tlb.flushTlbMvaAsid            0                       # Number of times TLB was flushed by MVA & ASID
system.cpu.itb.stage2_mmu.stage2_tlb.flushTlbAsid            0                       # Number of times TLB was flushed by ASID
system.cpu.itb.stage2_mmu.stage2_tlb.flushedEntries            0                       # Number of entries that have been flushed from TLB
system.cpu.itb.stage2_mmu.stage2_tlb.alignFaults            0                       # Number of TLB faults due to alignment restrictions
system.cpu.itb.stage2_mmu.stage2_tlb.prefetchFaults            0                       # Number of TLB faults due to prefetch
system.cpu.itb.stage2_mmu.stage2_tlb.domainFaults            0                       # Number of TLB faults due to domain restrictions
system.cpu.itb.stage2_mmu.stage2_tlb.permsFaults            0                       # Number of TLB faults due to permissions restrictions
system.cpu.itb.stage2_mmu.stage2_tlb.readAccesses            0                       # DTB read accesses
system.cpu.itb.stage2_mmu.stage2_tlb.writeAccesses            0                       # DTB write accesses
system.cpu.itb.stage2_mmu.stage2_tlb.instAccesses            0                       # ITB inst accesses
system.cpu.itb.stage2_mmu.stage2_tlb.hits            0                       # Total TLB (inst and data) hits
system.cpu.itb.stage2_mmu.stage2_tlb.misses            0                       # Total TLB (inst and data) misses
system.cpu.itb.stage2_mmu.stage2_tlb.accesses            0                       # Total TLB (inst and data) accesses
system.cpu.itb.stage2_mmu.stage2_tlb.walker.walks            0                       # Table walker walks requested
system.cpu.itb.stage2_mmu.stage2_tlb.walker.requestOrigin_Requested::Data            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.stage2_mmu.stage2_tlb.walker.requestOrigin_Requested::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.stage2_mmu.stage2_tlb.walker.requestOrigin_Requested::total            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.stage2_mmu.stage2_tlb.walker.requestOrigin_Completed::Data            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.stage2_mmu.stage2_tlb.walker.requestOrigin_Completed::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.stage2_mmu.stage2_tlb.walker.requestOrigin_Completed::total            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.stage2_mmu.stage2_tlb.walker.requestOrigin::total            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.stage2_mmu.stage2_tlb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 576378689000                       # Cumulative time (in ticks) in various power states
system.cpu.itb.walker.walks                         0                       # Table walker walks requested
system.cpu.itb.walker.requestOrigin_Requested::Data            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.requestOrigin_Requested::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.requestOrigin_Requested::total            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.requestOrigin_Completed::Data            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.requestOrigin_Completed::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.requestOrigin_Completed::total            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.requestOrigin::total            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 576378689000                       # Cumulative time (in ticks) in various power states
system.cpu.lsq0.forwLoads                   146927212                       # Number of loads that had data forwarded from stores
system.cpu.lsq0.squashedLoads                21349328                       # Number of loads squashed
system.cpu.lsq0.ignoredResponses                69383                       # Number of memory responses ignored because the instruction is squashed
system.cpu.lsq0.memOrderViolation               18090                       # Number of memory ordering violations
system.cpu.lsq0.squashedStores                7425370                       # Number of stores squashed
system.cpu.lsq0.rescheduledLoads                16364                       # Number of loads that were rescheduled
system.cpu.lsq0.blockedByCache                     84                       # Number of times an access to memory failed due to the cache being blocked
system.cpu.power_state.pwrStateResidencyTicks::ON 576378689000                       # Cumulative time (in ticks) in various power states
system.cpu.rename.squashCycles                1322987                       # Number of cycles rename is squashing
system.cpu.rename.idleCycles                132772325                       # Number of cycles rename is idle
system.cpu.rename.blockCycles                13896081                       # Number of cycles rename is blocking
system.cpu.rename.serializeStallCycles           5138                       # count of cycles rename stalledfor serializing inst
system.cpu.rename.runCycles                 386497176                       # Number of cycles rename is running
system.cpu.rename.unblockCycles              41855075                       # Number of cycles rename is unblocking
system.cpu.rename.renamedInsts             1019714987                       # Number of instructions processed by rename
system.cpu.rename.ROBFullEvents                     3                       # Number of times rename has blocked due to ROB full
system.cpu.rename.IQFullEvents                6504604                       # Number of times rename has blocked due to IQ full
system.cpu.rename.LQFullEvents               26562177                       # Number of times rename has blocked due to LQ full
system.cpu.rename.SQFullEvents                 230239                       # Number of times rename has blocked due to SQ full
system.cpu.rename.renamedOperands           933551075                       # Number of destination operands rename has renamed
system.cpu.rename.lookups                  1385448560                       # Number of register rename lookups that rename has made
system.cpu.rename.intLookups               1192357196                       # Number of integer rename lookups
system.cpu.rename.vecLookups                  7914390                       # Number of vector rename lookups
system.cpu.rename.committedMaps             871330924                       # Number of HB maps that are committed
system.cpu.rename.undoneMaps                 62220151                       # Number of HB maps that are undone due to squashing
system.cpu.rename.serializing                     300                       # count of serializing insts renamed
system.cpu.rename.tempSerializing                 109                       # count of temporary serializing insts renamed
system.cpu.rename.skidInsts                  55965104                       # count of insts added to the skid buffer
system.cpu.rob.reads                       1546665764                       # The number of ROB reads
system.cpu.rob.writes                      2035240414                       # The number of ROB writes
system.cpu.thread_0.numInsts                952525265                       # Number of Instructions committed
system.cpu.thread_0.numOps                  954085022                       # Number of Ops committed
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References
system.cpu_clk_domain.clock                       500                       # Clock period in ticks
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts
system.l2.demand_hits::.cpu.inst                  109                       # number of demand (read+write) hits
system.l2.demand_hits::.cpu.data                   31                       # number of demand (read+write) hits
system.l2.demand_hits::total                      140                       # number of demand (read+write) hits
system.l2.overall_hits::.cpu.inst                 109                       # number of overall hits
system.l2.overall_hits::.cpu.data                  31                       # number of overall hits
system.l2.overall_hits::total                     140                       # number of overall hits
system.l2.demand_misses::.cpu.inst                972                       # number of demand (read+write) misses
system.l2.demand_misses::.cpu.data                538                       # number of demand (read+write) misses
system.l2.demand_misses::total                   1510                       # number of demand (read+write) misses
system.l2.overall_misses::.cpu.inst               972                       # number of overall misses
system.l2.overall_misses::.cpu.data               538                       # number of overall misses
system.l2.overall_misses::total                  1510                       # number of overall misses
system.l2.demand_miss_latency::.cpu.inst     59527500                       # number of demand (read+write) miss cycles
system.l2.demand_miss_latency::.cpu.data     33262000                       # number of demand (read+write) miss cycles
system.l2.demand_miss_latency::total         92789500                       # number of demand (read+write) miss cycles
system.l2.overall_miss_latency::.cpu.inst     59527500                       # number of overall miss cycles
system.l2.overall_miss_latency::.cpu.data     33262000                       # number of overall miss cycles
system.l2.overall_miss_latency::total        92789500                       # number of overall miss cycles
system.l2.demand_accesses::.cpu.inst             1081                       # number of demand (read+write) accesses
system.l2.demand_accesses::.cpu.data              569                       # number of demand (read+write) accesses
system.l2.demand_accesses::total                 1650                       # number of demand (read+write) accesses
system.l2.overall_accesses::.cpu.inst            1081                       # number of overall (read+write) accesses
system.l2.overall_accesses::.cpu.data             569                       # number of overall (read+write) accesses
system.l2.overall_accesses::total                1650                       # number of overall (read+write) accesses
system.l2.demand_miss_rate::.cpu.inst        0.899167                       # miss rate for demand accesses
system.l2.demand_miss_rate::.cpu.data        0.945518                       # miss rate for demand accesses
system.l2.demand_miss_rate::total            0.915152                       # miss rate for demand accesses
system.l2.overall_miss_rate::.cpu.inst       0.899167                       # miss rate for overall accesses
system.l2.overall_miss_rate::.cpu.data       0.945518                       # miss rate for overall accesses
system.l2.overall_miss_rate::total           0.915152                       # miss rate for overall accesses
system.l2.demand_avg_miss_latency::.cpu.inst 61242.283951                       # average overall miss latency
system.l2.demand_avg_miss_latency::.cpu.data 61825.278810                       # average overall miss latency
system.l2.demand_avg_miss_latency::total        61450                       # average overall miss latency
system.l2.overall_avg_miss_latency::.cpu.inst 61242.283951                       # average overall miss latency
system.l2.overall_avg_miss_latency::.cpu.data 61825.278810                       # average overall miss latency
system.l2.overall_avg_miss_latency::total        61450                       # average overall miss latency
system.l2.blocked_cycles::no_mshrs                  0                       # number of cycles access was blocked
system.l2.blocked_cycles::no_targets                0                       # number of cycles access was blocked
system.l2.blocked::no_mshrs                         0                       # number of cycles access was blocked
system.l2.blocked::no_targets                       0                       # number of cycles access was blocked
system.l2.avg_blocked_cycles::no_mshrs            nan                       # average number of cycles each access was blocked
system.l2.avg_blocked_cycles::no_targets          nan                       # average number of cycles each access was blocked
system.l2.demand_mshr_misses::.cpu.inst           972                       # number of demand (read+write) MSHR misses
system.l2.demand_mshr_misses::.cpu.data           538                       # number of demand (read+write) MSHR misses
system.l2.demand_mshr_misses::total              1510                       # number of demand (read+write) MSHR misses
system.l2.overall_mshr_misses::.cpu.inst          972                       # number of overall MSHR misses
system.l2.overall_mshr_misses::.cpu.data          538                       # number of overall MSHR misses
system.l2.overall_mshr_misses::total             1510                       # number of overall MSHR misses
system.l2.demand_mshr_miss_latency::.cpu.inst     49817500                       # number of demand (read+write) MSHR miss cycles
system.l2.demand_mshr_miss_latency::.cpu.data     27882000                       # number of demand (read+write) MSHR miss cycles
system.l2.demand_mshr_miss_latency::total     77699500                       # number of demand (read+write) MSHR miss cycles
system.l2.overall_mshr_miss_latency::.cpu.inst     49817500                       # number of overall MSHR miss cycles
system.l2.overall_mshr_miss_latency::.cpu.data     27882000                       # number of overall MSHR miss cycles
system.l2.overall_mshr_miss_latency::total     77699500                       # number of overall MSHR miss cycles
system.l2.demand_mshr_miss_rate::.cpu.inst     0.899167                       # mshr miss rate for demand accesses
system.l2.demand_mshr_miss_rate::.cpu.data     0.945518                       # mshr miss rate for demand accesses
system.l2.demand_mshr_miss_rate::total       0.915152                       # mshr miss rate for demand accesses
system.l2.overall_mshr_miss_rate::.cpu.inst     0.899167                       # mshr miss rate for overall accesses
system.l2.overall_mshr_miss_rate::.cpu.data     0.945518                       # mshr miss rate for overall accesses
system.l2.overall_mshr_miss_rate::total      0.915152                       # mshr miss rate for overall accesses
system.l2.demand_avg_mshr_miss_latency::.cpu.inst 51252.572016                       # average overall mshr miss latency
system.l2.demand_avg_mshr_miss_latency::.cpu.data 51825.278810                       # average overall mshr miss latency
system.l2.demand_avg_mshr_miss_latency::total 51456.622517                       # average overall mshr miss latency
system.l2.overall_avg_mshr_miss_latency::.cpu.inst 51252.572016                       # average overall mshr miss latency
system.l2.overall_avg_mshr_miss_latency::.cpu.data 51825.278810                       # average overall mshr miss latency
system.l2.overall_avg_mshr_miss_latency::total 51456.622517                       # average overall mshr miss latency
system.l2.replacements                              0                       # number of replacements
system.l2.WritebackDirty_hits::.writebacks           73                       # number of WritebackDirty hits
system.l2.WritebackDirty_hits::total               73                       # number of WritebackDirty hits
system.l2.WritebackDirty_accesses::.writebacks           73                       # number of WritebackDirty accesses(hits+misses)
system.l2.WritebackDirty_accesses::total           73                       # number of WritebackDirty accesses(hits+misses)
system.l2.WritebackClean_hits::.writebacks          627                       # number of WritebackClean hits
system.l2.WritebackClean_hits::total              627                       # number of WritebackClean hits
system.l2.WritebackClean_accesses::.writebacks          627                       # number of WritebackClean accesses(hits+misses)
system.l2.WritebackClean_accesses::total          627                       # number of WritebackClean accesses(hits+misses)
system.l2.ReadExReq_hits::.cpu.data                 7                       # number of ReadExReq hits
system.l2.ReadExReq_hits::total                     7                       # number of ReadExReq hits
system.l2.ReadExReq_misses::.cpu.data             307                       # number of ReadExReq misses
system.l2.ReadExReq_misses::total                 307                       # number of ReadExReq misses
system.l2.ReadExReq_miss_latency::.cpu.data     18935500                       # number of ReadExReq miss cycles
system.l2.ReadExReq_miss_latency::total      18935500                       # number of ReadExReq miss cycles
system.l2.ReadExReq_accesses::.cpu.data           314                       # number of ReadExReq accesses(hits+misses)
system.l2.ReadExReq_accesses::total               314                       # number of ReadExReq accesses(hits+misses)
